lat,lon,radius_km,
49.52198097,0.072167886,1,
47.75807307,-2.843261184,1,
48.61057293,-1.900818625,1,
49.12153998,0.281567264,1,
45.67585156,0.639626231,1,
47.18482271,1.09342817,1,
49.05785026,2.847890614,1,
47.62827415,0.749493195,1,
48.09021715,2.794526853,1,
50.56074182,2.447370957,1,
48.36218093,-3.43770818,1,
48.65442646,1.544982282,1,
47.70387345,-1.029355868,1,
46.14880553,0.295196305,1,
50.11000526,4.78025107,1,
47.1658559,0.253514287,1,
48.08418477,3.700039976,1,
47.9027185,-3.980327416,1,
43.72033616,2.340867724,1,
48.61231572,5.841096696,1,
45.71568889,4.067806179,1,
44.09557781,6.930502352,1,
44.3933465,7.816186847,1,
44.6476354,7.66066414,1,
44.88886579,7.346533485,1,
47.46203239,7.718642559,1,
46.22013719,6.035087211,1,
46.17231584,7.222140006,1,
47.27518801,7.3680759,1,
46.86606992,7.012964092,1,
46.49460958,6.393741151,1,
49.00493564,8.386064914,1,
42.31883927,3.315598768,1,
42.47812435,1.973048114,1,
42.37452939,1.132749543,1,
42.69357272,0.975662802,1,
50.99365103,2.344748429,1,
42.51186962,0.485633911,1,
50.32082316,4.216443372,1,
49.76185569,5.135003709,1,
50.62860028,3.371723028,1,
43.42126309,5.265338072,1,
42.41569014,1.870494378,1,
42.95824212,-0.800685587,1,
43.72549607,7.299971557,1,
48.47615966,7.943171142,1,
49.19788888,8.109333986,1,
50.95613445,1.810535323,1,
51.39169824,1.382886087,1,
50.92655653,0.976470334,1,
48.91670213,2.219665023,1,
44.71096501,5.057793072,1,
16.1324332,-61.76997681,1,
16.20625938,-61.48140491,1,
47.28830082,-2.504186556,1,
43.53725184,1.388892043,1,
48.61357895,5.081667566,1,
44.71609945,0.654187441,1,
49.20211395,7.602453656,1,
49.66817329,0.901893183,1,
48.70774372,2.152476455,1,
45.68221945,1.437461759,1,
49.62401302,5.444078808,1,
50.08997751,4.510607221,1,
48.67370856,6.782344661,1,
47.21738865,-0.731561185,1,
44.93039484,-0.562099073,1,
46.05340267,6.698639749,1,
48.79554989,7.981295837,1,
49.2176917,7.008629989,1,
49.44343687,6.644007561,1,
49.10341878,5.3875265,1,
42.85073138,1.600526083,1,
44.78779817,6.539664814,1,
49.56793258,5.939259255,1,
47.65956716,5.826551711,1,
43.7974622,6.723679785,1,
46.72558521,5.075135551,1,
45.67768136,5.902150155,1,
44.21382653,-0.751433786,1,
44.73148669,5.74621193,1,
44.18533176,4.573841946,1,
42.72754578,2.434967293,1,
45.17087459,1.986895819,1,
45.20546174,6.264158901,1,
46.22471087,5.41649002,1,
47.18144462,6.395026309,1,
46.12642302,1.976606742,1,
46.16086029,2.835222403,1,
45.16946344,1.152983696,1,
45.70696192,4.960172969,1,
45.66502686,1.54815576,1,
43.69336064,3.314370617,1,
44.19542214,3.654471179,1,
45.24931253,5.47250815,1,
43.30100947,6.228904963,1,
43.23087218,-0.674361441,1,
49.11807493,7.218259683,1,
43.2791227,0.266529182,1,
44.70246354,2.412064656,1,
49.54778624,6.32317339,1,
43.71844477,-0.198438142,1,
43.73203669,5.824322156,1,
43.61142478,7.054095313,1,
47.2267724,-1.64664222,1,
43.2787669,5.353783767,1,
42.04158548,2.855128734,1,
43.3217618,-1.931519418,1,
42.51524731,-0.362103247,1,
45.12771411,7.016585414,1,
45.7368353,7.321383436,1,
43.78602875,7.65123381,1,
48.59389059,2.475578838,1,
43.80338179,7.496668613,1,
49.20394171,6.29157297,1,
14.53948237,-61.03340141,1,
14.82463301,-61.05188562,1,
16.47198165,-61.50933585,1,
16.30382448,-61.0736129,1,
15.88988355,-61.30610396,1,
43.15714804,2.029585278,1,
48.14569584,4.565433656,1,
49.60537261,4.137547943,1,
47.20730701,-1.505103857,1,
47.12444165,3.680332826,1,
47.15772784,5.406820866,1,
46.6603025,3.249004634,1,
14.4714719,-60.85752596,1,
47.1543442,1.995840061,1,
47.90779431,7.632986384,1,
49.12153736,1.145981236,1,
46.173628,-0.579269627,1,
48.59034221,0.655307941,1,
49.17702023,-0.624314,1,
45.75392501,-0.237323363,1,
49.09483664,4.72360804,1,
49.94012185,1.142409789,1,
46.70609972,-0.987257285,1,
49.60517886,5.080672918,1,
47.13165208,2.803469999,1,
49.63169816,1.537346444,1,
46.69569989,-1.941271705,1,
48.30940239,-2.368401815,1,
50.52110902,1.784330006,1,
48.64052735,-0.211834472,1,
50.07910397,3.770252691,1,
46.21175979,-1.522710786,1,
48.7958641,-3.242800499,1,
48.42068093,-4.454917477,1,
47.69025851,4.236432867,1,
43.11050483,6.048959149,1,
49.18531135,-1.411280634,1,
48.13706174,-0.55353306,1,
50.03030193,2.872618407,1,
49.67570207,-1.368354384,1,
49.09869228,3.672883847,1,
49.54193581,3.314321239,1,
48.61688818,3.332767254,1,
46.65325628,2.387343677,1,
44.24706406,1.10514529,1,
44.64766617,1.567671136,1,
44.17729371,6.345510365,1,
44.14549154,1.968442022,1,
46.21767278,6.283026153,1,
46.16228268,3.611103367,1,
46.6042371,4.057114391,1,
48.16188,6.310836316,1,
43.73663264,0.692860219,1,
45.66272493,2.452177531,1,
45.22429245,-0.572809739,1,
45.17771775,2.848259906,1,
48.12442969,5.350883272,1,
44.19965572,2.855114088,1,
46.15900321,1.153697476,1,
43.32157618,-1.550106417,1,
44.74290471,-0.17744116,1,
46.74632569,5.909189192,1,
43.20684657,1.086048114,1,
50.56975858,3.265987474,1,
45.22550436,0.241378875,1,
48.14560529,0.182752869,1,
48.6999263,-1.022796398,1,
49.51447311,5.768522399,1,
49.09371615,2.043065244,1,
43.28635809,3.508962603,1,
48.70878215,7.658243353,1,
47.63306283,7.479626792,1,
44.6681551,4.169232276,1,
42.83953122,3.038760766,1,
47.61928322,5.014171315,1,
46.19482402,4.606172693,1,
43.69606292,4.939619698,1,
44.72179029,3.283642197,1,
48.19749783,7.221253446,1,
50.09811105,1.936103674,1,
43.24192817,2.766033107,1,
45.24137679,4.66568905,1,
45.19877239,3.711749977,1,
43.71077963,-1.055598796,1,
47.68925628,-0.17025888,1,
49.62247463,2.383289063,1,
45.74368033,-1.107624591,1,
48.10045934,1.123053641,1,
46.67316809,0.653380797,1,
47.63461955,2.3638142,1,
47.63497008,1.449020418,1,
47.13351153,4.486380966,1,
45.69566284,3.226695938,1,
44.27789181,5.272557865,1,
46.55854587,1.540601203,1,
46.67215485,-0.148979148,1,
47.71762151,-1.864741407,1,
47.61832904,3.34520056,1,
48.20025518,1.882765182,1,
48.62467627,4.111802446,1,
45.75768568,6.537371914,1,
48.21376031,-1.509968162,1,
49.52198097,0.072167886,1,
47.75807307,-2.843261184,1,
48.61057293,-1.900818625,1,
49.12153998,0.281567264,1,
45.67585156,0.639626231,1,
47.18482271,1.09342817,1,
49.05785026,2.847890614,1,
47.62827415,0.749493195,1,
48.09021715,2.794526853,1,
50.56074182,2.447370957,1,
48.36218093,-3.43770818,1,
48.65442646,1.544982282,1,
47.70387345,-1.029355868,1,
46.14880553,0.295196305,1,
50.11000526,4.78025107,1,
47.1658559,0.253514287,1,
48.08418477,3.700039976,1,
47.9027185,-3.980327416,1,
43.72033616,2.340867724,1,
48.61231572,5.841096696,1,
45.71568889,4.067806179,1,
44.09557781,6.930502352,1,
44.3933465,7.816186847,1,
44.6476354,7.66066414,1,
44.88886579,7.346533485,1,
47.46203239,7.718642559,1,
46.22013719,6.035087211,1,
46.17231584,7.222140006,1,
47.27518801,7.3680759,1,
46.86606992,7.012964092,1,
46.49460958,6.393741151,1,
49.00493564,8.386064914,1,
42.31883927,3.315598768,1,
42.47812435,1.973048114,1,
42.37452939,1.132749543,1,
42.69357272,0.975662802,1,
50.99365103,2.344748429,1,
42.51186962,0.485633911,1,
50.32082316,4.216443372,1,
49.76185569,5.135003709,1,
50.62860028,3.371723028,1,
43.42126309,5.265338072,1,
42.41569014,1.870494378,1,
42.95824212,-0.800685587,1,
43.72549607,7.299971557,1,
48.47615966,7.943171142,1,
49.19788888,8.109333986,1,
50.95613445,1.810535323,1,
51.39169824,1.382886087,1,
50.92655653,0.976470334,1,
48.91670213,2.219665023,1,
44.71096501,5.057793072,1,
16.1324332,-61.76997681,1,
16.20625938,-61.48140491,1,
47.28830082,-2.504186556,1,
43.53725184,1.388892043,1,
48.61357895,5.081667566,1,
44.71609945,0.654187441,1,
49.20211395,7.602453656,1,
49.66817329,0.901893183,1,
48.70774372,2.152476455,1,
45.68221945,1.437461759,1,
49.62401302,5.444078808,1,
50.08997751,4.510607221,1,
48.67370856,6.782344661,1,
47.21738865,-0.731561185,1,
44.93039484,-0.562099073,1,
48.79554989,7.981295837,1,
49.2176917,7.008629989,1,
49.44343687,6.644007561,1,
49.10341878,5.3875265,1,
42.85073138,1.600526083,1,
44.78779817,6.539664814,1,
49.56793258,5.939259255,1,
47.65956716,5.826551711,1,
43.7974622,6.723679785,1,
46.72558521,5.075135551,1,
45.67768136,5.902150155,1,
44.21382653,-0.751433786,1,
44.18533176,4.573841946,1,
42.72754578,2.434967293,1,
45.17087459,1.986895819,1,
45.20546174,6.264158901,1,
46.22471087,5.41649002,1,
47.18144462,6.395026309,1,
46.12642302,1.976606742,1,
46.16086029,2.835222403,1,
45.16946344,1.152983696,1,
45.70696192,4.960172969,1,
45.66502686,1.54815576,1,
43.69336064,3.314370617,1,
44.19542214,3.654471179,1,
45.24931253,5.47250815,1,
43.30100947,6.228904963,1,
43.23087218,-0.674361441,1,
49.11807493,7.218259683,1,
44.70246354,2.412064656,1,
49.54778624,6.32317339,1,
43.71844477,-0.198438142,1,
43.73203669,5.824322156,1,
43.61142478,7.054095313,1,
47.2267724,-1.64664222,1,
43.2787669,5.353783767,1,
42.04158548,2.855128734,1,
43.3217618,-1.931519418,1,
42.51524731,-0.362103247,1,
45.12771411,7.016585414,1,
45.7368353,7.321383436,1,
43.78602875,7.65123381,1,
48.59389059,2.475578838,1,
43.80338179,7.496668613,1,
49.20394171,6.29157297,1,
14.53948237,-61.03340141,1,
14.82463301,-61.05188562,1,
16.47198165,-61.50933585,1,
16.30382448,-61.0736129,1,
15.88988355,-61.30610396,1,
43.15714804,2.029585278,1,
48.14569584,4.565433656,1,
49.60537261,4.137547943,1,
47.20730701,-1.505103857,1,
47.12444165,3.680332826,1,
47.15772784,5.406820866,1,
46.6603025,3.249004634,1,
14.4714719,-60.85752596,1,
47.1543442,1.995840061,1,
47.90779431,7.632986384,1,
51.4370585,12.47345063,1,
47.29839853,11.66615815,1,
53.55129615,9.983828836,1,
52.40969833,13.60218976,1,
53.31209324,13.8678215,1,
52.7521682,13.2372928,1,
51.73676946,14.33124723,1,
53.16297045,12.49755883,1,
53.06950973,14.25821811,1,
53.07234305,11.86789993,1,
52.81447469,12.76624475,1,
49.44413014,7.774006453,1,
54.52707835,9.548720283,1,
53.93591958,10.30278068,1,
54.19636064,9.091365685,1,
54.79292725,8.844407011,1,
54.2170011,10.71841674,1,
53.57422197,10.54057013,1,
55.05251096,8.400746351,1,
54.52731646,11.05806029,1,
50.32929845,7.243070284,1,
49.56510325,8.425043592,1,
49.20211396,7.602453807,1,
50.21014267,6.427533667,1,
52.26352641,13.94247536,1,
51.63142349,13.70184299,1,
52.05377072,6.77360309,1,
50.76791921,6.088413048,1,
50.63791862,6.630692429,1,
52.28125202,8.912093545,1,
51.02908637,7.568007297,1,
51.20018898,8.523803411,1,
51.61130604,8.893717586,1,
52.02218179,8.534333194,1,
51.65580779,8.326361877,1,
51.68031543,7.810360676,1,
50.90235126,8.03020547,1,
51.76843435,6.142162154,1,
51.45848986,7.016078479,1,
52.07715692,13.15555909,1,
51.66482269,6.608114602,1,
49.87497229,8.656836048,1,
52.3561713,14.54122628,1,
52.83272073,13.81956477,1,
51.0052212,11.02823575,1,
49.00493559,8.386064863,1,
50.35574035,11.17993359,1,
49.73698048,10.16156738,1,
48.83650929,10.49869963,1,
49.51185229,12.54551804,1,
48.94199231,13.5747343,1,
49.26268234,12.98286069,1,
50.67599203,7.158804654,1,
51.4736694,11.98333512,1,
52.11618483,12.07333209,1,
50.047302,10.24262124,1,
53.55720529,8.59187027,1,
53.07684237,8.816473655,1,
51.19990113,11.96704807,1,
53.33743549,7.027495293,1,
53.51395287,8.143793919,1,
51.52125164,9.947520166,1,
51.98791806,9.804693778,1,
53.05062926,10.47629875,1,
52.98517351,9.847297001,1,
52.67797253,9.615538167,1,
49.99350604,9.573196692,1,
51.75052285,9.391039077,1,
49.95387651,9.125648956,1,
49.69037993,11.629202,1,
47.86755408,12.10702316,1,
48.04200738,10.49405752,1,
47.50925347,11.14271861,1,
48.53212772,11.50606078,1,
48.37126305,10.89343142,1,
48.19512494,12.35020541,1,
48.4286048,12.93268255,1,
48.53972772,12.16123284,1,
47.60512272,10.40704923,1,
47.75091208,11.54432478,1,
48.87415347,12.56570516,1,
49.88896941,10.89093452,1,
49.28256422,11.44752839,1,
49.3255629,12.10892425,1,
50.10384157,11.4425639,1,
53.56365428,6.74744119,1,
52.40750316,9.801504066,1,
53.86472795,8.701017426,1,
49.64751674,7.165776061,1,
50.43157845,7.830645415,1,
49.44343686,6.644007676,1,
49.21769171,7.008630098,1,
48.08358729,9.223909238,1,
51.94096064,13.89953034,1,
49.99210581,6.194853849,1,
52.62839728,11.17699956,1,
51.88330592,11.05580763,1,
52.67897423,8.801944837,1,
52.31367658,10.54822014,1,
52.52126025,7.677358912,1,
52.25474702,8.047627742,1,
53.22998356,7.444610889,1,
53.46739411,7.476038991,1,
53.11091659,9.396840832,1,
53.14234198,8.202229288,1,
52.43598717,7.077379942,1,
51.36710636,10.84925858,1,
53.25351714,10.41166126,1,
52.52253691,8.195287263,1,
53.71522388,7.213990886,1,
52.73421145,10.61214434,1,
53.09686689,11.0984487,1,
52.71589201,7.315461841,1,
50.81504464,8.774727149,1,
50.86406819,9.711535626,1,
51.18289405,10.05122511,1,
52.62579498,10.07889931,1,
47.63306282,7.479626955,1,
47.56821813,9.722354418,1,
48.70878216,7.658243496,1,
54.57442678,11.92292219,1,
54.99363391,9.986253608,1,
50.91436555,11.71709977,1,
53.91405224,14.23905901,1,
53.43043867,14.55171076,1,
51.18238629,15.02703876,1,
48.19749781,7.22125354,1,
51.94435719,7.17446312,1,
49.11807495,7.218259866,1,
49.20394171,6.291573147,1,
53.35943679,9.018867951,1,
49.11596266,9.792254335,1,
55.49356268,8.456821524,1,
54.47260516,12.50233494,1,
49.56136751,8.966413376,1,
50.44632816,9.609123704,1,
52.90238115,8.44202258,1,
51.79916125,10.34615402,1,
52.37926812,13.06608707,1,
47.80339252,12.94537233,1,
50.4640513,10.2630437,1,
47.51303045,9.431249187,1,
51.12782019,9.15419258,1,
54.65997892,11.35452834,1,
48.45762218,10.25922732,1,
52.74240467,14.69173184,1,
53.70612759,7.819107031,1,
51.94601497,14.73864166,1,
52.76281059,6.791344828,1,
52.26661415,6.791199288,1,
51.56594707,14.70061814,1,
51.96899042,5.724859845,1,
51.39729748,7.416111829,1,
51.98834589,6.562914278,1,
51.35045859,6.156574135,1,
50.8267428,5.89656465,1,
52.95721802,7.57568809,1,
48.7680932,8.075066364,1,
48.47015802,8.510279956,1,
49.30679825,10.58829174,1,
53.13417082,7.050987566,1,
53.32153487,6.915514155,1,
54.77363175,9.375425639,1,
51.85069592,11.6378373,1,
52.43081692,12.54264476,1,
47.90779423,7.632986382,1,
49.4459036,12.92410462,1,
50.23259309,12.84187543,1,
48.07308044,8.527554501,1,
49.01430036,13.99593801,1,
50.86780152,14.77562937,1,
51.3114512,9.493112198,1,
50.17812937,12.31897335,1,
52.62117291,11.8606089,1,
51.25261131,6.720157453,1,
50.54027385,14.14025001,1,
49.42458583,9.689138329,1,
47.56466697,8.898089685,1,
47.73756394,8.655843945,1,
50.98443407,12.42552854,1,
50.812458,10.22907499,1,
53.92019917,9.523507735,1,
49.94871506,12.23363057,1,
51.07354877,13.02861858,1,
50.70888786,13.42367491,1,
50.79598185,12.91293702,1,
51.56547242,12.98281875,1,
51.35487587,14.96567232,1,
50.73227295,12.52034316,1,
50.45495634,12.74296068,1,
50.49242775,12.10054032,1,
52.28440162,11.41011769,1,
50.9355611,14.17925176,1,
51.86450563,12.68578558,1,
50.49932512,9.120296038,1,
50.52049709,8.381535896,1,
51.25874691,6.392229592,1,
51.95500746,7.626860868,1,
51.39886775,8.074918403,1,
48.93850954,11.86375401,1,
49.13848944,9.218318603,1,
48.10010878,9.793235734,1,
48.5194957,9.078385656,1,
48.47615965,7.94317127,1,
48.56844689,13.44333137,1,
54.34334386,13.73533572,1,
53.58891644,9.488982197,1,
47.86673794,12.64556701,1,
49.19788888,8.1093341,1,
54.17447838,7.893087953,1,
52.27716971,7.437116777,1,
47.8132686,9.65714087,1,
54.17466659,9.852325843,1,
48.91174667,11.19238304,1,
52.10585158,9.353437846,1,
50.6810242,10.93496302,1,
49.96590943,7.285941702,1,
49.14419555,12.87890578,1,
50.21976243,8.729932267,1,
50.99546063,5.928904839,1,
47.4620324,7.718642671,1,
54.09293809,12.09818729,1,
54.07509554,13.39393639,1,
53.98686542,11.47335449,1,
53.90135665,12.86268474,1,
53.78176439,12.17610425,1,
53.66260107,13.88844052,1,
53.697663,13.24637448,1,
53.51826405,12.68071085,1,
53.32968207,13.07213975,1,
54.67899863,13.43331598,1,
49.95159317,7.925257762,1,
51.83291891,12.22838117,1,
51.22095716,14.125905,1,
54.49651958,8.807778377,1,
53.42032723,11.84296151,1,
48.14107237,11.59008933,1,
47.86251976,8.30626543,1,
48.41349056,9.471004188,1,
48.71467727,9.189679227,1,
48.19132058,7.924647605,1,
51.4370585,12.47345063,1,
47.29839853,11.66615815,1,
53.55129615,9.983828836,1,
53.31209324,13.8678215,1,
52.7521682,13.2372928,1,
51.73676946,14.33124723,1,
53.16297045,12.49755883,1,
53.06950973,14.25821811,1,
53.07234305,11.86789993,1,
52.81447469,12.76624475,1,
49.44413014,7.774006453,1,
54.52707835,9.548720283,1,
54.19636064,9.091365685,1,
54.79292725,8.844407011,1,
54.2170011,10.71841674,1,
53.57422197,10.54057013,1,
55.05251096,8.400746351,1,
54.52731646,11.05806029,1,
50.32929845,7.243070284,1,
49.56510325,8.425043592,1,
49.20211396,7.602453807,1,
50.21014267,6.427533667,1,
52.26352641,13.94247536,1,
51.63142349,13.70184299,1,
52.05377072,6.77360309,1,
50.76791921,6.088413048,1,
50.63791862,6.630692429,1,
51.02908637,7.568007297,1,
51.20018898,8.523803411,1,
51.61130604,8.893717586,1,
52.02218179,8.534333194,1,
51.65580779,8.326361877,1,
51.68031543,7.810360676,1,
50.90235126,8.03020547,1,
51.76843435,6.142162154,1,
51.45848986,7.016078479,1,
52.07715692,13.15555909,1,
51.66482269,6.608114602,1,
49.87497229,8.656836048,1,
52.3561713,14.54122628,1,
52.83272073,13.81956477,1,
51.0052212,11.02823575,1,
49.00493559,8.386064863,1,
50.35574035,11.17993359,1,
49.73698048,10.16156738,1,
48.83650929,10.49869963,1,
49.51185229,12.54551804,1,
48.94199231,13.5747343,1,
50.67599203,7.158804654,1,
51.4736694,11.98333512,1,
52.11618483,12.07333209,1,
53.55720529,8.59187027,1,
53.07684237,8.816473655,1,
51.19990113,11.96704807,1,
53.33743549,7.027495293,1,
53.51395287,8.143793919,1,
51.52125164,9.947520166,1,
51.98791806,9.804693778,1,
53.05062926,10.47629875,1,
52.98517351,9.847297001,1,
52.67797253,9.615538167,1,
49.99350604,9.573196692,1,
51.75052285,9.391039077,1,
49.95387651,9.125648956,1,
49.69037993,11.629202,1,
47.86755408,12.10702316,1,
48.04200738,10.49405752,1,
47.50925347,11.14271861,1,
48.53212772,11.50606078,1,
48.37126305,10.89343142,1,
48.19512494,12.35020541,1,
48.4286048,12.93268255,1,
48.53972772,12.16123284,1,
47.60512272,10.40704923,1,
47.75091208,11.54432478,1,
48.87415347,12.56570516,1,
49.88896941,10.89093452,1,
49.28256422,11.44752839,1,
49.3255629,12.10892425,1,
50.10384157,11.4425639,1,
53.56365428,6.74744119,1,
52.40750316,9.801504066,1,
53.86472795,8.701017426,1,
49.64751674,7.165776061,1,
50.43157845,7.830645415,1,
49.44343686,6.644007676,1,
49.21769171,7.008630098,1,
48.08358729,9.223909238,1,
51.94096064,13.89953034,1,
49.99210581,6.194853849,1,
52.62839728,11.17699956,1,
51.88330592,11.05580763,1,
52.67897423,8.801944837,1,
52.31367658,10.54822014,1,
52.52126025,7.677358912,1,
52.25474702,8.047627742,1,
53.22998356,7.444610889,1,
53.46739411,7.476038991,1,
53.11091659,9.396840832,1,
53.14234198,8.202229288,1,
52.43598717,7.077379942,1,
51.36710636,10.84925858,1,
53.25351714,10.41166126,1,
52.52253691,8.195287263,1,
53.71522388,7.213990886,1,
52.73421145,10.61214434,1,
53.09686689,11.0984487,1,
52.71589201,7.315461841,1,
50.81504464,8.774727149,1,
50.86406819,9.711535626,1,
51.18289405,10.05122511,1,
52.62579498,10.07889931,1,
47.63306282,7.479626955,1,
47.56821813,9.722354418,1,
48.70878216,7.658243496,1,
54.57442678,11.92292219,1,
54.99363391,9.986253608,1,
53.91405224,14.23905901,1,
53.43043867,14.55171076,1,
51.18238629,15.02703876,1,
48.19749781,7.22125354,1,
51.94435719,7.17446312,1,
49.11807495,7.218259866,1,
49.20394171,6.291573147,1,
53.35943679,9.018867951,1,
49.11596266,9.792254335,1,
55.49356268,8.456821524,1,
54.47260516,12.50233494,1,
49.56136751,8.966413376,1,
50.44632816,9.609123704,1,
52.90238115,8.44202258,1,
51.79916125,10.34615402,1,
52.37926812,13.06608707,1,
47.80339252,12.94537233,1,
47.51303045,9.431249187,1,
51.12782019,9.15419258,1,
54.65997892,11.35452834,1,
48.45762218,10.25922732,1,
52.74240467,14.69173184,1,
53.70612759,7.819107031,1,
51.94601497,14.73864166,1,
52.76281059,6.791344828,1,
52.26661415,6.791199288,1,
51.56594707,14.70061814,1,
51.39729748,7.416111829,1,
51.35045859,6.156574135,1,
50.8267428,5.89656465,1,
52.95721802,7.57568809,1,
48.7680932,8.075066364,1,
48.47015802,8.510279956,1,
49.30679825,10.58829174,1,
53.13417082,7.050987566,1,
53.32153487,6.915514155,1,
54.77363175,9.375425639,1,
51.85069592,11.6378373,1,
52.43081692,12.54264476,1,
47.90779423,7.632986382,1,
49.4459036,12.92410462,1,
50.23259309,12.84187543,1,
48.07308044,8.527554501,1,
49.01430036,13.99593801,1,
50.86780152,14.77562937,1,
51.3114512,9.493112198,1,
50.17812937,12.31897335,1,
52.62117291,11.8606089,1,
51.25261131,6.720157453,1,
50.54027385,14.14025001,1,
49.42458583,9.689138329,1,
47.56466697,8.898089685,1,
47.73756394,8.655843945,1,
50.98443407,12.42552854,1,
50.812458,10.22907499,1,
53.92019917,9.523507735,1,
49.94871506,12.23363057,1,
51.07354877,13.02861858,1,
50.70888786,13.42367491,1,
50.79598185,12.91293702,1,
51.56547242,12.98281875,1,
51.35487587,14.96567232,1,
50.73227295,12.52034316,1,
50.45495634,12.74296068,1,
50.49242775,12.10054032,1,
50.9355611,14.17925176,1,
51.86450563,12.68578558,1,
50.49932512,9.120296038,1,
50.52049709,8.381535896,1,
51.25874691,6.392229592,1,
51.95500746,7.626860868,1,
51.39886775,8.074918403,1,
48.93850954,11.86375401,1,
49.13848944,9.218318603,1,
48.10010878,9.793235734,1,
48.5194957,9.078385656,1,
48.47615965,7.94317127,1,
48.56844689,13.44333137,1,
54.34334386,13.73533572,1,
53.58891644,9.488982197,1,
47.86673794,12.64556701,1,
49.19788888,8.1093341,1,
54.17447838,7.893087953,1,
47.8132686,9.65714087,1,
54.17466659,9.852325843,1,
48.91174667,11.19238304,1,
52.10585158,9.353437846,1,
50.6810242,10.93496302,1,
49.96590943,7.285941702,1,
49.14419555,12.87890578,1,
50.21976243,8.729932267,1,
50.99546063,5.928904839,1,
47.4620324,7.718642671,1,
54.09293809,12.09818729,1,
54.07509554,13.39393639,1,
53.98686542,11.47335449,1,
53.90135665,12.86268474,1,
53.78176439,12.17610425,1,
53.66260107,13.88844052,1,
53.697663,13.24637448,1,
53.51826405,12.68071085,1,
53.32968207,13.07213975,1,
49.95159317,7.925257762,1,
51.83291891,12.22838117,1,
51.22095716,14.125905,1,
54.49651958,8.807778377,1,
53.42032723,11.84296151,1,
48.14107237,11.59008933,1,
47.86251976,8.30626543,1,
48.41349056,9.471004188,1,
48.71467727,9.189679227,1,
48.19132058,7.924647605,1,
41.14020863,24.91679474,1,
38.89819642,22.43221317,1,
41.06843698,23.3869709,1,
38.95601453,23.15189476,1,
41.11976697,25.40634549,1,
40.08467001,21.43812727,1,
39.50998402,20.26267431,1,
37.28951452,21.81822638,1,
40.77988052,21.40170866,1,
39.10008074,26.55378356,1,
35.13397918,25.2689418,1,
41.16571651,24.06888109,1,
37.61249826,23.03766448,1,
40.94678831,22.44740016,1,
35.38775548,24.61307416,1,
38.70977054,21.28999379,1,
39.49371475,19.87339099,1,
39.73870584,21.55421643,1,
37.44164438,25.32906321,1,
41.5612122,23.27697908,1,
41.575028,24.7115301,1,
36.95580039,26.97614643,1,
41.47347565,25.65191508,1,
37.44033768,24.93939942,1,
39.21079798,20.16393608,1,
38.05583629,21.46474066,1,
37.88637144,24.7370855,1,
37.77915616,20.88504111,1,
36.29260198,28.16165402,1,
38.91185915,21.80290725,1,
37.09818883,25.38116345,1,
37.50811524,22.37193772,1,
40.51139102,21.67813166,1,
40.52307133,21.26317438,1,
36.74221614,24.4312709,1,
39.15879925,20.99173215,1,
40.84916139,25.85344694,1,
41.4141803,26.54578054,1,
36.43359579,25.42261019,1,
38.43097854,22.43020602,1,
37.79276547,26.70533003,1,
41.28590797,23.03744626,1,
40.62746697,22.95935096,1,
39.36648338,21.92263556,1,
40.10106621,23.43432758,1,
38.36791087,26.12716322,1,
35.05053673,24.87224747,1,
36.91417102,21.69530208,1,
38.90444541,24.56457997,1,
39.89243639,22.20614598,1,
39.61410551,22.38790671,1,
39.36716046,22.92267003,1,
36.0730685,27.92831694,1,
42.17130887,26.56473818,1,
35.49541271,23.65416608,1,
41.76296175,26.2118721,1,
39.24569959,26.2649954,1,
38.06526685,23.76231696,1,
37.11046298,22.43244741,1,
37.73335499,23.90410169,1,
35.32377049,25.14477404,1,
38.46544705,23.60253532,1,
37.94156402,22.93093534,1,
36.50787489,23.06330679,1,
37.67942904,21.46348749,1,
40.00395833,20.42279129,1,
38.91333315,20.88681793,1,
39.66405806,20.85050459,1,
38.50785073,24.10896263,1,
40.93379696,24.38730706,1,
40.52283317,22.20441134,1,
36.54860372,26.35093504,1,
38.17526981,20.4847717,1,
38.83007472,20.69472527,1,
38.61399628,21.52339204,1,
36.42125772,22.48953449,1,
35.86696173,23.30104927,1,
38.41157997,21.24692488,1,
40.0937446,23.78048097,1,
35.53318722,24.07055468,1,
38.17682368,20.58863951,1,
41.61530013,23.98802694,1,
39.75215723,19.7108089,1,
35.20071947,24.13770197,1,
35.05306695,25.79722692,1,
38.31655131,23.31837874,1,
39.11740081,23.73308533,1,
37.62820254,26.2242283,1,
39.87359183,25.26877269,1,
38.24471941,21.73867832,1,
37.03372416,22.11136642,1,
36.80558137,22.85079322,1,
39.2949414,23.13332556,1,
40.27007909,22.52125151,1,
37.37041551,23.16461455,1,
38.03083074,22.11276362,1,
35.20599572,26.10527903,1,
40.48956847,23.59561136,1,
40.70347096,23.69635474,1,
35.50732068,27.20731718,1,
41.14020863,24.91679474,1,
38.89819642,22.43221317,1,
41.06843698,23.3869709,1,
38.95601453,23.15189476,1,
41.11976697,25.40634549,1,
40.08467001,21.43812727,1,
39.50998402,20.26267431,1,
37.28951452,21.81822638,1,
40.77988052,21.40170866,1,
39.10008074,26.55378356,1,
35.13397918,25.2689418,1,
41.16571651,24.06888109,1,
37.61249826,23.03766448,1,
40.94678831,22.44740016,1,
